method,task_id,category,success,goal_achieved,invalid_tool_calls,unsafe_changes,collateral_changes,verifier_rejections,llm_calls,tool_calls,token_proxy,missing_schema_errors,unsupported_argument_errors,precondition_errors,postcondition_errors
ReAct + state ledger,update_address-012,update_address,0,0,1,1,1,0,3,3,645,0,0,1,0
ReAct + state ledger,update_address-013,update_address,0,1,1,1,0,0,2,2,395,0,0,1,0
ReAct + state ledger,update_address-014,update_address,1,1,0,0,0,0,3,3,645,0,0,0,0
ReAct + state ledger,update_address-015,update_address,1,1,0,0,0,0,3,3,645,0,0,0,0
ReAct + state ledger,update_address-016,update_address,0,1,2,1,0,0,3,3,645,0,0,2,0
ReAct + state ledger,update_address-017,update_address,1,1,0,0,0,0,3,3,645,0,0,0,0
ReAct + state ledger,update_address-018,update_address,1,1,0,0,0,0,3,3,645,0,0,0,0
ReAct + state ledger,update_address-019,update_address,0,0,1,0,0,0,3,3,645,1,0,0,0
ReAct + state ledger,update_address-020,update_address,0,0,0,0,0,0,3,3,645,0,0,0,0
ReAct + state ledger,update_address-021,update_address,1,1,0,0,0,0,3,3,645,0,0,0,0
ReAct + state ledger,update_address-022,update_address,1,1,0,0,0,0,3,3,645,0,0,0,0
ReAct + state ledger,update_address-023,update_address,0,0,2,0,0,0,3,3,645,1,0,1,0
ReAct + state ledger,update_address-024,update_address,1,1,0,0,0,0,3,3,645,0,0,0,0
ReAct + state ledger,update_address-025,update_address,1,1,0,0,0,0,3,3,645,0,0,0,0
ReAct + state ledger,update_address-026,update_address,1,1,0,0,0,0,3,3,645,0,0,0,0
ReAct + state ledger,update_address-027,update_address,1,1,0,0,0,0,3,3,645,0,0,0,0
ReAct + state ledger,update_address-028,update_address,0,1,1,1,0,0,2,2,395,0,0,1,0
ReAct + state ledger,update_address-029,update_address,0,1,1,1,0,0,2,2,395,0,0,1,0
ReAct + state ledger,update_address-030,update_address,1,1,0,0,0,0,2,2,395,0,0,0,0
ReAct + state ledger,update_address-031,update_address,0,0,1,0,0,0,2,2,395,1,0,0,0
ReAct + state ledger,update_address-032,update_address,1,1,0,0,0,0,3,3,645,0,0,0,0
ReAct + state ledger,update_address-033,update_address,0,0,0,0,0,0,3,3,645,0,0,0,0
ReAct + state ledger,update_address-034,update_address,0,1,1,1,0,0,2,2,395,0,0,1,0
ReAct + state ledger,update_address-035,update_address,1,1,0,0,0,0,3,3,645,0,0,0,0
ReAct + state ledger,update_address-036,update_address,1,1,0,0,0,0,2,2,395,0,0,0,0
ReAct + state ledger,update_address-037,update_address,0,1,1,1,0,0,1,1,180,0,0,1,0
ReAct + state ledger,update_address-038,update_address,0,0,1,0,0,0,3,3,645,1,0,0,0
ReAct + state ledger,update_address-039,update_address,1,1,0,0,0,0,3,3,645,0,0,0,0
ReAct + state ledger,update_address-040,update_address,1,1,0,0,0,0,3,3,645,0,0,0,0
ReAct + state ledger,update_address-041,update_address,1,1,0,0,0,0,3,3,645,0,0,0,0
ReAct + state ledger,update_address-042,update_address,0,0,2,0,0,0,3,3,645,1,0,1,0
ReAct + state ledger,update_address-043,update_address,1,1,0,0,0,0,3,3,645,0,0,0,0
ReAct + state ledger,update_address-044,update_address,0,1,1,1,0,0,1,1,180,0,0,1,0
ReAct + state ledger,update_address-045,update_address,1,1,0,0,0,0,3,3,645,0,0,0,0
ReAct + state ledger,update_address-046,update_address,0,1,1,1,0,0,2,2,395,0,0,1,0
ReAct + state ledger,update_address-047,update_address,0,0,0,0,0,0,2,2,395,0,0,0,0
ReAct + state ledger,update_address-048,update_address,1,1,0,0,0,0,2,2,395,0,0,0,0
ReAct + state ledger,update_address-049,update_address,0,0,2,0,0,0,3,3,645,1,0,1,0
ReAct + state ledger,update_address-050,update_address,0,1,1,1,0,0,2,2,395,0,0,1,0
ReAct + state ledger,update_address-051,update_address,1,1,0,0,0,0,3,3,645,0,0,0,0
ReAct + state ledger,update_address-052,update_address,0,0,1,1,1,0,3,3,645,0,0,1,0
ReAct + state ledger,update_address-053,update_address,1,1,0,0,0,0,3,3,645,0,0,0,0
ReAct + state ledger,update_address-054,update_address,0,0,1,1,0,0,2,2,395,0,0,1,0
ReAct + state ledger,update_address-055,update_address,0,1,1,1,0,0,2,2,395,0,0,1,0
ReAct + state ledger,update_address-056,update_address,0,1,2,1,0,0,3,3,645,0,0,2,0
ReAct + state ledger,update_address-057,update_address,1,1,0,0,0,0,3,3,645,0,0,0,0
ReAct + state ledger,update_address-058,update_address,0,1,1,1,0,0,2,2,395,0,0,1,0
ReAct + state ledger,update_address-059,update_address,1,1,0,0,0,0,3,3,645,0,0,0,0
ReAct + state ledger,update_address-060,update_address,1,1,0,0,0,0,3,3,645,0,0,0,0
ReAct + state ledger,update_address-061,update_address,1,1,0,0,0,0,2,2,395,0,0,0,0
ReAct + state ledger,update_address-062,update_address,1,1,0,0,0,0,3,3,645,0,0,0,0
ReAct + state ledger,update_address-063,update_address,1,1,0,0,0,0,2,2,395,0,0,0,0
ReAct + state ledger,update_address-064,update_address,1,1,0,0,0,0,3,3,645,0,0,0,0
ReAct + state ledger,update_address-065,update_address,0,0,1,1,1,0,2,2,395,0,0,1,0
ReAct + state ledger,update_address-066,update_address,1,1,0,0,0,0,3,3,645,0,0,0,0
ReAct + state ledger,update_address-067,update_address,1,1,0,0,0,0,3,3,645,0,0,0,0
ReAct + state ledger,update_address-068,update_address,1,1,0,0,0,0,3,3,645,0,0,0,0
ReAct + state ledger,update_address-069,update_address,1,1,0,0,0,0,3,3,645,0,0,0,0
ReAct + state ledger,update_address-070,update_address,1,1,0,0,0,0,3,3,645,0,0,0,0
ReAct + state ledger,update_address-071,update_address,1,1,0,0,0,0,3,3,645,0,0,0,0
ReAct + state ledger,update_address-072,update_address,1,1,0,0,0,0,3,3,645,0,0,0,0
ReAct + state ledger,update_address-073,update_address,0,0,2,0,0,0,3,3,645,1,0,1,0
ReAct + state ledger,update_address-074,update_address,1,1,0,0,0,0,3,3,645,0,0,0,0
ReAct + state ledger,update_address-075,update_address,0,0,0,0,0,0,3,3,645,0,0,0,0
ReAct + state ledger,update_address-076,update_address,1,1,0,0,0,0,3,3,645,0,0,0,0
ReAct + state ledger,update_address-077,update_address,1,1,0,0,0,0,3,3,645,0,0,0,0
ReAct + state ledger,update_address-078,update_address,1,1,0,0,0,0,3,3,645,0,0,0,0
ReAct + state ledger,update_address-079,update_address,1,1,0,0,0,0,3,3,645,0,0,0,0
ReAct + state ledger,update_address-080,update_address,0,1,1,1,0,0,2,2,395,0,0,1,0
ReAct + state ledger,update_address-081,update_address,1,1,0,0,0,0,3,3,645,0,0,0,0
ReAct + state ledger,update_address-082,update_address,0,1,1,1,0,0,2,2,395,0,0,1,0
ReAct + state ledger,update_address-083,update_address,1,1,0,0,0,0,3,3,645,0,0,0,0
ReAct + state ledger,update_address-084,update_address,1,1,0,0,0,0,3,3,645,0,0,0,0
ReAct + state ledger,update_address-085,update_address,1,1,1,0,0,0,4,4,930,1,0,0,0
ReAct + state ledger,update_address-086,update_address,1,1,0,0,0,0,3,3,645,0,0,0,0
ReAct + state ledger,update_address-087,update_address,0,0,0,0,0,0,3,3,645,0,0,0,0
ReAct + state ledger,update_address-088,update_address,1,1,0,0,0,0,3,3,645,0,0,0,0
ReAct + state ledger,update_address-089,update_address,0,1,1,1,0,0,2,2,395,0,0,1,0
ReAct + state ledger,update_address-090,update_address,1,1,0,0,0,0,3,3,645,0,0,0,0
ReAct + state ledger,update_address-091,update_address,0,1,2,1,0,0,3,3,645,0,0,2,0
ReAct + state ledger,update_address-092,update_address,1,1,0,0,0,0,2,2,395,0,0,0,0
ReAct + state ledger,update_address-093,update_address,1,1,0,0,0,0,3,3,645,0,0,0,0
ReAct + state ledger,update_address-094,update_address,0,1,1,1,0,0,2,2,395,0,0,1,0
ReAct + state ledger,update_address-095,update_address,1,1,0,0,0,0,3,3,645,0,0,0,0
ReAct + state ledger,update_address-096,update_address,0,1,1,1,0,0,2,2,395,0,0,1,0
ReAct + state ledger,update_address-097,update_address,1,1,0,0,0,0,2,2,395,0,0,0,0
ReAct + state ledger,update_address-098,update_address,1,1,0,0,0,0,3,3,645,0,0,0,0
ReAct + state ledger,update_address-099,update_address,1,1,0,0,0,0,3,3,645,0,0,0,0
ReAct + state ledger,update_address-100,update_address,0,1,1,1,0,0,2,2,395,0,0,1,0
ReAct + state ledger,update_address-101,update_address,1,1,0,0,0,0,3,3,645,0,0,0,0
ReAct + state ledger,update_address-102,update_address,0,1,1,1,0,0,2,2,395,0,0,1,0
ReAct + state ledger,update_address-103,update_address,0,0,1,1,1,0,1,1,180,0,0,1,0
ReAct + state ledger,update_address-104,update_address,0,0,1,1,1,0,2,2,395,0,0,1,0
ReAct + state ledger,update_address-105,update_address,0,1,1,1,0,0,2,2,395,0,0,1,0
ReAct + state ledger,update_address-106,update_address,1,1,0,0,0,0,3,3,645,0,0,0,0
ReAct + state ledger,update_address-107,update_address,1,1,0,0,0,0,3,3,645,0,0,0,0
ReAct + state ledger,update_address-108,update_address,1,1,0,0,0,0,3,3,645,0,0,0,0
ReAct + state ledger,update_address-109,update_address,1,1,0,0,0,0,3,3,645,0,0,0,0
ReAct + state ledger,update_address-110,update_address,0,1,1,1,0,0,2,2,395,0,0,1,0
ReAct + state ledger,update_address-111,update_address,1,1,0,0,0,0,3,3,645,0,0,0,0
ReAct + state ledger,update_address-112,update_address,0,1,1,1,0,0,2,2,395,0,0,1,0
ReAct + state ledger,update_address-113,update_address,0,1,1,1,0,0,2,2,395,0,0,1,0
ReAct + state ledger,update_address-114,update_address,1,1,0,0,0,0,3,3,645,0,0,0,0
ReAct + state ledger,update_address-115,update_address,1,1,0,0,0,0,2,2,395,0,0,0,0
ReAct + state ledger,update_address-116,update_address,0,0,1,0,0,0,2,2,395,1,0,0,0
ReAct + state ledger,update_address-117,update_address,0,1,1,1,0,0,2,2,395,0,0,1,0
ReAct + state ledger,update_address-118,update_address,1,1,0,0,0,0,2,2,395,0,0,0,0
ReAct + state ledger,update_address-119,update_address,0,1,1,1,0,0,2,2,395,0,0,1,0
ReAct + state ledger,update_address-120,update_address,1,1,0,0,0,0,3,3,645,0,0,0,0
ReAct + state ledger,update_address-121,update_address,0,1,1,1,0,0,2,2,395,0,0,1,0
ReAct + state ledger,update_address-122,update_address,0,1,1,1,0,0,2,2,395,0,0,1,0
ReAct + state ledger,update_address-123,update_address,1,1,0,0,0,0,2,2,395,0,0,0,0
ReAct + state ledger,update_address-124,update_address,1,1,0,0,0,0,3,3,645,0,0,0,0
ReAct + state ledger,cancel_order-000,cancel_order,1,1,0,0,0,0,3,3,645,0,0,0,0
ReAct + state ledger,cancel_order-001,cancel_order,1,1,0,0,0,0,3,3,645,0,0,0,0
ReAct + state ledger,cancel_order-002,cancel_order,0,1,1,1,0,0,2,2,395,0,0,1,0
ReAct + state ledger,cancel_order-003,cancel_order,0,1,1,1,0,0,2,2,395,0,0,1,0
ReAct + state ledger,cancel_order-004,cancel_order,1,1,0,0,0,0,2,2,395,0,0,0,0
ReAct + state ledger,cancel_order-005,cancel_order,0,1,1,1,0,0,2,2,395,0,0,1,0
ReAct + state ledger,cancel_order-006,cancel_order,0,1,1,1,0,0,1,1,180,0,0,1,0
ReAct + state ledger,cancel_order-007,cancel_order,0,1,1,1,0,0,2,2,395,0,0,1,0
ReAct + state ledger,cancel_order-008,cancel_order,0,1,1,1,0,0,2,2,395,0,0,1,0
ReAct + state ledger,cancel_order-009,cancel_order,0,1,1,1,0,0,2,2,395,0,0,1,0
ReAct + state ledger,cancel_order-010,cancel_order,0,1,1,1,0,0,2,2,395,0,0,1,0
ReAct + state ledger,cancel_order-011,cancel_order,0,1,1,1,0,0,2,2,395,0,0,1,0
ReAct + state ledger,cancel_order-012,cancel_order,0,0,1,1,1,0,3,3,645,0,0,1,0
ReAct + state ledger,cancel_order-013,cancel_order,1,1,0,0,0,0,3,3,645,0,0,0,0
ReAct + state ledger,cancel_order-014,cancel_order,1,1,0,0,0,0,3,3,645,0,0,0,0
ReAct + state ledger,cancel_order-015,cancel_order,1,1,0,0,0,0,3,3,645,0,0,0,0
ReAct + state ledger,cancel_order-016,cancel_order,1,1,0,0,0,0,3,3,645,0,0,0,0
ReAct + state ledger,cancel_order-017,cancel_order,0,1,1,1,0,0,2,2,395,0,0,1,0
ReAct + state ledger,cancel_order-018,cancel_order,1,1,0,0,0,0,3,3,645,0,0,0,0
ReAct + state ledger,cancel_order-019,cancel_order,1,1,0,0,0,0,3,3,645,0,0,0,0
ReAct + state ledger,cancel_order-020,cancel_order,1,1,0,0,0,0,3,3,645,0,0,0,0
ReAct + state ledger,cancel_order-021,cancel_order,1,1,0,0,0,0,3,3,645,0,0,0,0
ReAct + state ledger,cancel_order-022,cancel_order,0,1,2,1,0,0,3,3,645,0,0,2,0
ReAct + state ledger,cancel_order-023,cancel_order,1,1,0,0,0,0,3,3,645,0,0,0,0
ReAct + state ledger,cancel_order-024,cancel_order,1,1,0,0,0,0,3,3,645,0,0,0,0
ReAct + state ledger,cancel_order-025,cancel_order,1,1,0,0,0,0,3,3,645,0,0,0,0
ReAct + state ledger,cancel_order-026,cancel_order,1,1,0,0,0,0,3,3,645,0,0,0,0
ReAct + state ledger,cancel_order-027,cancel_order,1,1,0,0,0,0,3,3,645,0,0,0,0
ReAct + state ledger,cancel_order-028,cancel_order,1,1,0,0,0,0,3,3,645,0,0,0,0
ReAct + state ledger,cancel_order-029,cancel_order,1,1,0,0,0,0,3,3,645,0,0,0,0
ReAct + state ledger,cancel_order-030,cancel_order,0,1,2,1,0,0,3,3,645,0,0,2,0
ReAct + state ledger,cancel_order-031,cancel_order,1,1,0,0,0,0,3,3,645,0,0,0,0
ReAct + state ledger,cancel_order-032,cancel_order,1,1,0,0,0,0,3,3,645,0,0,0,0
ReAct + state ledger,cancel_order-033,cancel_order,1,1,0,0,0,0,3,3,645,0,0,0,0
ReAct + state ledger,cancel_order-034,cancel_order,1,1,0,0,0,0,3,3,645,0,0,0,0
ReAct + state ledger,cancel_order-035,cancel_order,0,1,1,1,0,0,2,2,395,0,0,1,0
ReAct + state ledger,cancel_order-036,cancel_order,1,1,0,0,0,0,3,3,645,0,0,0,0
ReAct + state ledger,cancel_order-037,cancel_order,1,1,0,0,0,0,3,3,645,0,0,0,0
ReAct + state ledger,cancel_order-038,cancel_order,0,1,1,1,0,0,2,2,395,0,0,1,0
ReAct + state ledger,cancel_order-039,cancel_order,1,1,0,0,0,0,3,3,645,0,0,0,0
ReAct + state ledger,cancel_order-040,cancel_order,0,1,1,1,0,0,2,2,395,0,0,1,0
ReAct + state ledger,cancel_order-041,cancel_order,0,1,2,1,0,0,3,3,645,0,0,2,0
ReAct + state ledger,cancel_order-042,cancel_order,1,1,0,0,0,0,3,3,645,0,0,0,0
ReAct + state ledger,cancel_order-043,cancel_order,1,1,0,0,0,0,2,2,395,0,0,0,0
ReAct + state ledger,cancel_order-044,cancel_order,0,1,1,1,0,0,2,2,395,0,0,1,0
ReAct + state ledger,cancel_order-045,cancel_order,1,1,0,0,0,0,2,2,395,0,0,0,0
ReAct + state ledger,cancel_order-046,cancel_order,0,1,1,1,0,0,2,2,395,0,0,1,0
ReAct + state ledger,cancel_order-047,cancel_order,1,1,0,0,0,0,2,2,395,0,0,0,0
ReAct + state ledger,cancel_order-048,cancel_order,1,1,0,0,0,0,3,3,645,0,0,0,0
ReAct + state ledger,cancel_order-049,cancel_order,1,1,0,0,0,0,3,3,645,0,0,0,0
ReAct + state ledger,cancel_order-050,cancel_order,1,1,0,0,0,0,3,3,645,0,0,0,0
ReAct + state ledger,cancel_order-051,cancel_order,0,1,1,1,0,0,2,2,395,0,0,1,0
ReAct + state ledger,cancel_order-052,cancel_order,1,1,0,0,0,0,3,3,645,0,0,0,0
ReAct + state ledger,cancel_order-053,cancel_order,0,0,1,1,1,0,2,2,395,0,0,1,0
ReAct + state ledger,cancel_order-054,cancel_order,1,1,0,0,0,0,3,3,645,0,0,0,0
ReAct + state ledger,cancel_order-055,cancel_order,0,1,1,1,0,0,1,1,180,0,0,1,0
ReAct + state ledger,cancel_order-056,cancel_order,1,1,0,0,0,0,3,3,645,0,0,0,0
ReAct + state ledger,cancel_order-057,cancel_order,1,1,0,0,0,0,2,2,395,0,0,0,0
ReAct + state ledger,cancel_order-058,cancel_order,0,1,1,1,0,0,2,2,395,0,0,1,0
ReAct + state ledger,cancel_order-059,cancel_order,1,1,0,0,0,0,3,3,645,0,0,0,0
ReAct + state ledger,cancel_order-060,cancel_order,0,1,1,1,0,0,2,2,395,0,0,1,0
ReAct + state ledger,cancel_order-061,cancel_order,1,1,0,0,0,0,3,3,645,0,0,0,0
ReAct + state ledger,cancel_order-062,cancel_order,1,1,0,0,0,0,3,3,645,0,0,0,0
ReAct + state ledger,cancel_order-063,cancel_order,0,1,1,1,0,0,2,2,395,0,0,1,0
ReAct + state ledger,cancel_order-064,cancel_order,1,1,0,0,0,0,3,3,645,0,0,0,0
ReAct + state ledger,cancel_order-065,cancel_order,0,1,1,1,0,0,2,2,395,0,0,1,0
ReAct + state ledger,cancel_order-066,cancel_order,0,1,1,1,0,0,2,2,395,0,0,1,0
ReAct + state ledger,cancel_order-067,cancel_order,1,1,0,0,0,0,3,3,645,0,0,0,0
ReAct + state ledger,cancel_order-068,cancel_order,1,1,0,0,0,0,3,3,645,0,0,0,0
ReAct + state ledger,cancel_order-069,cancel_order,1,1,0,0,0,0,3,3,645,0,0,0,0
ReAct + state ledger,cancel_order-070,cancel_order,0,1,1,1,0,0,2,2,395,0,0,1,0
ReAct + state ledger,cancel_order-071,cancel_order,0,1,1,1,0,0,2,2,395,0,0,1,0
ReAct + state ledger,cancel_order-072,cancel_order,0,1,1,1,0,0,2,2,395,0,0,1,0
ReAct + state ledger,cancel_order-073,cancel_order,0,1,1,1,0,0,1,1,180,0,0,1,0
ReAct + state ledger,cancel_order-074,cancel_order,1,1,0,0,0,0,3,3,645,0,0,0,0
ReAct + state ledger,cancel_order-075,cancel_order,0,1,1,1,0,0,2,2,395,0,0,1,0
ReAct + state ledger,cancel_order-076,cancel_order,1,1,0,0,0,0,3,3,645,0,0,0,0
ReAct + state ledger,cancel_order-077,cancel_order,1,1,0,0,0,0,3,3,645,0,0,0,0
ReAct + state ledger,cancel_order-078,cancel_order,0,1,1,1,0,0,2,2,395,0,0,1,0
ReAct + state ledger,cancel_order-079,cancel_order,1,1,0,0,0,0,3,3,645,0,0,0,0
ReAct + state ledger,cancel_order-080,cancel_order,1,1,0,0,0,0,2,2,395,0,0,0,0
ReAct + state ledger,cancel_order-081,cancel_order,1,1,0,0,0,0,3,3,645,0,0,0,0
ReAct + state ledger,cancel_order-082,cancel_order,1,1,0,0,0,0,3,3,645,0,0,0,0
ReAct + state ledger,cancel_order-083,cancel_order,1,1,0,0,0,0,3,3,645,0,0,0,0
ReAct + state ledger,cancel_order-084,cancel_order,1,1,0,0,0,0,3,3,645,0,0,0,0
ReAct + state ledger,cancel_order-085,cancel_order,0,1,2,1,0,0,3,3,645,0,0,2,0
ReAct + state ledger,cancel_order-086,cancel_order,0,1,1,1,0,0,2,2,395,0,0,1,0
ReAct + state ledger,cancel_order-087,cancel_order,1,1,0,0,0,0,3,3,645,0,0,0,0
ReAct + state ledger,cancel_order-088,cancel_order,1,1,0,0,0,0,3,3,645,0,0,0,0
ReAct + state ledger,cancel_order-089,cancel_order,1,1,0,0,0,0,3,3,645,0,0,0,0
ReAct + state ledger,cancel_order-090,cancel_order,1,1,0,0,0,0,3,3,645,0,0,0,0
ReAct + state ledger,cancel_order-091,cancel_order,1,1,0,0,0,0,3,3,645,0,0,0,0
ReAct + state ledger,cancel_order-092,cancel_order,1,1,0,0,0,0,3,3,645,0,0,0,0
ReAct + state ledger,cancel_order-093,cancel_order,1,1,0,0,0,0,3,3,645,0,0,0,0
ReAct + state ledger,cancel_order-094,cancel_order,1,1,0,0,0,0,2,2,395,0,0,0,0
ReAct + state ledger,cancel_order-095,cancel_order,1,1,0,0,0,0,2,2,395,0,0,0,0
ReAct + state ledger,cancel_order-096,cancel_order,1,1,0,0,0,0,3,3,645,0,0,0,0
ReAct + state ledger,cancel_order-097,cancel_order,1,1,0,0,0,0,3,3,645,0,0,0,0
ReAct + state ledger,cancel_order-098,cancel_order,1,1,0,0,0,0,2,2,395,0,0,0,0
ReAct + state ledger,cancel_order-099,cancel_order,1,1,0,0,0,0,3,3,645,0,0,0,0
ReAct + state ledger,cancel_order-100,cancel_order,0,1,1,1,0,0,2,2,395,0,0,1,0
ReAct + state ledger,cancel_order-101,cancel_order,0,1,1,1,0,0,2,2,395,0,0,1,0
ReAct + state ledger,cancel_order-102,cancel_order,1,1,0,0,0,0,3,3,645,0,0,0,0
ReAct + state ledger,cancel_order-103,cancel_order,1,1,0,0,0,0,3,3,645,0,0,0,0
ReAct + state ledger,cancel_order-104,cancel_order,0,1,2,1,0,0,3,3,645,0,0,2,0
ReAct + state ledger,cancel_order-105,cancel_order,1,1,0,0,0,0,2,2,395,0,0,0,0
ReAct + state ledger,cancel_order-106,cancel_order,0,0,1,0,0,0,3,3,645,1,0,0,0
ReAct + state ledger,cancel_order-107,cancel_order,1,1,0,0,0,0,3,3,645,0,0,0,0
ReAct + state ledger,cancel_order-108,cancel_order,1,1,0,0,0,0,3,3,645,0,0,0,0
ReAct + state ledger,cancel_order-109,cancel_order,1,1,0,0,0,0,3,3,645,0,0,0,0
ReAct + state ledger,cancel_order-110,cancel_order,0,0,1,0,0,0,3,3,645,1,0,0,0
ReAct + state ledger,cancel_order-111,cancel_order,0,1,1,1,0,0,2,2,395,0,0,1,0
ReAct + state ledger,cancel_order-112,cancel_order,0,1,2,1,0,0,3,3,645,0,0,2,0
ReAct + state ledger,cancel_order-113,cancel_order,0,1,2,1,0,0,3,3,645,0,0,2,0
ReAct + state ledger,cancel_order-114,cancel_order,1,1,0,0,0,0,3,3,645,0,0,0,0
ReAct + state ledger,cancel_order-115,cancel_order,0,1,2,1,0,0,3,3,645,0,0,2,0
ReAct + state ledger,cancel_order-116,cancel_order,0,0,1,0,0,0,3,3,645,1,0,0,0
ReAct + state ledger,cancel_order-117,cancel_order,0,1,1,1,0,0,2,2,395,0,0,1,0
ReAct + state ledger,cancel_order-118,cancel_order,1,1,0,0,0,0,3,3,645,0,0,0,0
ReAct + state ledger,cancel_order-119,cancel_order,0,1,1,1,0,0,2,2,395,0,0,1,0
ReAct + state ledger,cancel_order-120,cancel_order,1,1,0,0,0,0,3,3,645,0,0,0,0
ReAct + state ledger,cancel_order-121,cancel_order,0,1,1,1,0,0,2,2,395,0,0,1,0
ReAct + state ledger,cancel_order-122,cancel_order,1,1,0,0,0,0,3,3,645,0,0,0,0
ReAct + state ledger,cancel_order-123,cancel_order,1,1,0,0,0,0,3,3,645,0,0,0,0
ReAct + state ledger,cancel_order-124,cancel_order,1,1,0,0,0,0,3,3,645,0,0,0,0
ReAct + state ledger,apply_coupon-000,apply_coupon,1,1,0,0,0,0,3,3,645,0,0,0,0
ReAct + state ledger,apply_coupon-001,apply_coupon,1,1,0,0,0,0,3,3,645,0,0,0,0
ReAct + state ledger,apply_coupon-002,apply_coupon,1,1,0,0,0,0,2,2,395,0,0,0,0
ReAct + state ledger,apply_coupon-003,apply_coupon,1,1,0,0,0,0,3,3,645,0,0,0,0
ReAct + state ledger,apply_coupon-004,apply_coupon,1,1,0,0,0,0,3,3,645,0,0,0,0
ReAct + state ledger,apply_coupon-005,apply_coupon,0,0,1,0,0,0,2,2,395,1,0,0,0
ReAct + state ledger,apply_coupon-006,apply_coupon,1,1,0,0,0,0,3,3,645,0,0,0,0
ReAct + state ledger,apply_coupon-007,apply_coupon,1,1,0,0,0,0,2,2,395,0,0,0,0
ReAct + state ledger,apply_coupon-008,apply_coupon,1,1,0,0,0,0,1,1,180,0,0,0,0
ReAct + state ledger,apply_coupon-009,apply_coupon,1,1,0,0,0,0,3,3,645,0,0,0,0
ReAct + state ledger,apply_coupon-010,apply_coupon,1,1,0,0,0,0,3,3,645,0,0,0,0
ReAct + state ledger,apply_coupon-011,apply_coupon,0,0,1,1,0,0,3,3,645,0,0,1,0
ReAct + state ledger,apply_coupon-012,apply_coupon,1,1,0,0,0,0,2,2,395,0,0,0,0
ReAct + state ledger,apply_coupon-013,apply_coupon,1,1,0,0,0,0,2,2,395,0,0,0,0
ReAct + state ledger,apply_coupon-014,apply_coupon,1,1,0,0,0,0,2,2,395,0,0,0,0
ReAct + state ledger,apply_coupon-015,apply_coupon,1,1,0,0,0,0,3,3,645,0,0,0,0
ReAct + state ledger,apply_coupon-016,apply_coupon,0,0,1,1,0,0,3,3,645,0,0,1,0
ReAct + state ledger,apply_coupon-017,apply_coupon,1,1,0,0,0,0,3,3,645,0,0,0,0
ReAct + state ledger,apply_coupon-018,apply_coupon,1,1,0,0,0,0,3,3,645,0,0,0,0
ReAct + state ledger,apply_coupon-019,apply_coupon,0,0,1,0,0,0,2,2,395,1,0,0,0
ReAct + state ledger,apply_coupon-020,apply_coupon,0,0,1,1,0,0,3,3,645,0,0,1,0
ReAct + state ledger,apply_coupon-021,apply_coupon,1,1,0,0,0,0,3,3,645,0,0,0,0
ReAct + state ledger,apply_coupon-022,apply_coupon,1,1,0,0,0,0,3,3,645,0,0,0,0
ReAct + state ledger,apply_coupon-023,apply_coupon,1,1,0,0,0,0,3,3,645,0,0,0,0
ReAct + state ledger,apply_coupon-024,apply_coupon,1,1,0,0,0,0,3,3,645,0,0,0,0
ReAct + state ledger,apply_coupon-025,apply_coupon,1,1,0,0,0,0,2,2,395,0,0,0,0
ReAct + state ledger,apply_coupon-026,apply_coupon,0,0,1,1,0,0,3,3,645,0,0,1,0
ReAct + state ledger,apply_coupon-027,apply_coupon,1,1,0,0,0,0,3,3,645,0,0,0,0
ReAct + state ledger,apply_coupon-028,apply_coupon,1,1,0,0,0,0,2,2,395,0,0,0,0
ReAct + state ledger,apply_coupon-029,apply_coupon,1,1,0,0,0,0,3,3,645,0,0,0,0
ReAct + state ledger,apply_coupon-030,apply_coupon,1,1,0,0,0,0,3,3,645,0,0,0,0
ReAct + state ledger,apply_coupon-031,apply_coupon,1,1,1,0,0,0,3,3,645,1,0,0,0
ReAct + state ledger,apply_coupon-032,apply_coupon,1,1,0,0,0,0,3,3,645,0,0,0,0
ReAct + state ledger,apply_coupon-033,apply_coupon,1,1,0,0,0,0,2,2,395,0,0,0,0
ReAct + state ledger,apply_coupon-034,apply_coupon,1,1,0,0,0,0,2,2,395,0,0,0,0
ReAct + state ledger,apply_coupon-035,apply_coupon,1,1,0,0,0,0,2,2,395,0,0,0,0
ReAct + state ledger,apply_coupon-036,apply_coupon,1,1,0,0,0,0,3,3,645,0,0,0,0
ReAct + state ledger,apply_coupon-037,apply_coupon,1,1,0,0,0,0,3,3,645,0,0,0,0
ReAct + state ledger,apply_coupon-038,apply_coupon,1,1,0,0,0,0,3,3,645,0,0,0,0
ReAct + state ledger,apply_coupon-039,apply_coupon,1,1,0,0,0,0,3,3,645,0,0,0,0
ReAct + state ledger,apply_coupon-040,apply_coupon,1,1,0,0,0,0,3,3,645,0,0,0,0
ReAct + state ledger,apply_coupon-041,apply_coupon,1,1,0,0,0,0,3,3,645,0,0,0,0
ReAct + state ledger,apply_coupon-042,apply_coupon,0,0,1,1,0,0,2,2,395,0,0,1,0
ReAct + state ledger,apply_coupon-043,apply_coupon,1,1,0,0,0,0,3,3,645,0,0,0,0
ReAct + state ledger,apply_coupon-044,apply_coupon,1,1,0,0,0,0,2,2,395,0,0,0,0
ReAct + state ledger,apply_coupon-045,apply_coupon,1,1,0,0,0,0,2,2,395,0,0,0,0
ReAct + state ledger,apply_coupon-046,apply_coupon,1,1,0,0,0,0,2,2,395,0,0,0,0
